job_title,job_company_name,job_location,job_salary,job_details,job_date,today_date
Senior – Software Front End Developer,SP Robotic Works,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in architecting front-end apps on scale with high security and availability.
Collaborate with Back-End web developers and programmers to improve…",30+ days ago,21-07-21
Web Developer - Frontend,Property Angel,"Koramangala, Bengaluru, Karnataka",Salary Not Mentioned,Web Developer - Frontend | 2-4 years | Koramangala The candidate will be part of the core team that is developing the nextgen PropertyAngel tech platform.…,30+ days ago,21-07-21
Developer - Angular Frontend,Konnectbox Pvt Ltd,"Bengaluru, Karnataka","₹6,00,000 - ₹12,00,000 a year","Ideally from IIT, NIT, IIIT ,top colleges or hackers with project demonstrating exceptional problem solving capability. *Note : This job is for immediate…",19 days ago,21-07-21
Front End Developer - Mobile & Web 2+ Years,MyWealthJunction,"Rajajinagar, Bengaluru, Karnataka",Salary Not Mentioned,"Role: Front End Developer Job Code: MPJ001 Must Have Skills: HTML5, CSS3, SCSS, Angular 6+, Ionic 4, Javascript, ES6, JQuery, Ajax, Rest API, Node.js, JSON,…",30+ days ago,21-07-21
Digitalhouse - FullStack Developer T8-1,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Salary Not Mentioned,Aufgaben Looking for Full stack Vue JS developer who would be responsible for UI and Microservices design and development. Primary focus on to implement…,30+ days ago,21-07-21
,Vikas Global Solutions Ltd,"Bengaluru, Karnataka","₹12,000 - ₹14,000 a month","Vikas Global Solutions Ltd Req: - UI Developer / Frount End (Trained on Web technologies Skills: - HTML, CSS, Javascript, Angular. Roles and…",2 days ago,21-07-21
Frontend Developer - Contractor /Consultant,Cure Fit,"Bengaluru, Karnataka",Salary Not Mentioned,"Founded in 2016 by Mukesh Bansal and Ankit Nagori , Cure.fit is a mobile app that takes a holistic approach towards health and fitness by bringing together…",30+ days ago,21-07-21
ROR DEVELOPER,REVELATION software Labs,"Bengaluru, Karnataka",Salary Not Mentioned,WORK EXPERIENCE 3+ YEARS TYPE-FULL TIME We are looking for a Ruby on Rails developer responsible for managing the interchange of data between the server and…,30+ days ago,21-07-21
,Unnati,"Bengaluru, Karnataka",Salary Not Mentioned,Front End Developer| Vah Vah| Bangalore Experience: 2.0 - 5.0 Years | CTC: Confidential | Functional Area: Front end developer | Industry: Edu Tech/ E…,7 days ago,21-07-21
Web Developer,Websoftex Software Solution,"Bengaluru, Karnataka",Salary Not Mentioned,"HTML, DHTML, CSS, JavaScript, C / C++, ASP 3.0 / ASP.Net 2.0+, Visual Basic 6.0 / VB.Net 2.0+, AJAX Pro Programming MS. Access, MS. SQL Server Express 2005+ /…",30+ days ago,21-07-21
Lead Front-End Developer (React.js),Blume Global India,"Bengaluru, Karnataka",Salary Not Mentioned,"As Front Engineer for Blume Global, you will: Work with product team to understand product vision and requirements Solve complex technical problems and…",30+ days ago,21-07-21
Front end developer,Nextwebi,"Bengaluru, Karnataka","₹4,00,000 a year","Industry IT Software- Developing and Maintaining websites Functional Area IT Software - Application Programming, Maintenance Role Category Programming &…",30+ days ago,21-07-21
Sr. UI Developer,Trezi,"Bengaluru, Karnataka",Salary Not Mentioned,POSITION: Senior UI Developer REPORTING HEAD: Head – Engineering TEAM: Engineering LOCATION: Bangalore SmartVizX is India’s leading Virtual Reality (“VR”)…,30+ days ago,21-07-21
"Staff Engineer , UI",Thermo Fisher Scientific,"Bengaluru, Karnataka",Salary Not Mentioned,"Job Title: Staff Engineer UI Job Location: Bangalore About Company: Thermo Fisher Scientific Inc. is the world leader in serving science, with revenues of…",22 days ago,21-07-21
UI Developer,Colortokens,"Bengaluru, Karnataka",Salary Not Mentioned,"About the Role: We’re looking for an exceptional UI Developer who can join our UI team. Someone who have a flair for UI development, who thinks outside the…",30+ days ago,21-07-21
,Luxoft,"Bengaluru, Karnataka",Salary Not Mentioned,Project Description: Luxoft is building a team of UI/UX developers to work for a banking project . There will be an opportunity to work on BPM Development or…,7 days ago,21-07-21
UI Developer,Talent Integrators,"Bengaluru, Karnataka","₹13,00,000 - ₹23,00,000 a year","Our client is hiring for UI developer with relevant experience in Angular 2 .
They are solving complex technical problems in the financial industry and need…",12 days ago,21-07-21
Frontend developer-DigitalSuite R&D,Sapiens,"Bengaluru, Karnataka",Salary Not Mentioned,Play a role in the entire life cycle of development you have to be motivated to drive tasks to completion and take ownership of projects from end to end.,30+ days ago,21-07-21
,Smartapp,"Bengaluru, Karnataka",Salary Not Mentioned,"You must have strong attention to detail and ability to create services which process large volumes of data.
Smartapp.com creates the most powerful no-code work…",1 day ago,21-07-21
,EtherSys,"Bengaluru, Karnataka","₹10,000 a month","We are building efficient, disruptive, and smart products and solutions on IoT, AI, analytics, and networking-based use cases like smart office, smart home,…",3 days ago,21-07-21
IT Developer - Front End,Signify,"Bengaluru, Karnataka",Salary Not Mentioned,"You’ve been a lead front-end developer in UI5, CSS and HTML.
You’ll contribute technical knowledge and skills to the squad, ensuring solutions of high technical…",30+ days ago,21-07-21
,Harman International,"Bengaluru, Karnataka",Salary Not Mentioned,The web developer will be part of the development team and will work closely with the multiple departments in organization.,6 days ago,21-07-21
,IBM,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in Java Backend and Front end technologies.
As a Adobe Developer, you will develop and move data from the operational and external environments to…",Today,21-07-21
Web Developer - Spiceworks,Spiceworks,"Bengaluru, Karnataka",Salary Not Mentioned,"Implement visual elements from the computer user’s vantage point·.
Combine art of design with the science of programming·.
REST API from client side.",30+ days ago,21-07-21
,TechKshetra Info Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Building our client websites and web applications using various front-end and backend tools.
Experience in Object-oriented programming using PHP & Mysql(Must).",4 days ago,21-07-21
UI Developer,Servion Global Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience with building the infrastructure for serving the front-end app and assets.
Job Description: • Strong analytical, problem-solving, and troubleshooting…",14 days ago,21-07-21
UI UX Developer,Huron Consulting Group Inc.,"Bengaluru, Karnataka",Salary Not Mentioned,"Overall experience in the range of 4 to 6 years.
Vlocity Certified, has been part of at least 2 Vlocity implementation projects.",30+ days ago,21-07-21
FRONTEND DEVELOPER,PLANSEE,"Bengaluru, Karnataka",Salary Not Mentioned,"CERATIZIT INDIA PVT LTD - BENGALURU, INDIA.
Support and further development of frontend solutions, especially in the area of our e-commerce platform.",30+ days ago,21-07-21
WordPress Web Developer,AIMLEAP,"Bellandur, Bengaluru, Karnataka","₹2,50,000 - ₹7,00,000 a year","Collaborative in nature and ability to leverage AIMLEAP - Full-Stack Techies coders, developers, SME’s, CoE’s and leadership team to deliver outstanding results…",30+ days ago,21-07-21
WordPress Front-end Developer,Neosoft Technologies Pvt.Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,"Knowledge of front-end tooling and environment (ie. Grunt, NPM, Bower, Gulp).
At least 2 years of WordPress Front-end Development.",15 days ago,21-07-21
Demandware-Front end Developer,jobs in india-,"Bengaluru, Karnataka","₹3,00,000 a year","Good in Demandware Concepts, Practices and Procedures.
Good understanding of object oriented programming, relational databases.",25 days ago,21-07-21
React Native Developers,Agilite,"Bengaluru, Karnataka•Remote","₹3,40,539 - ₹14,92,023 a year","Required : React Native, Mobile App development, API integration.
Nice to have : React Js, Typescript.
Job Types: Full-time, Contract.",16 days ago,21-07-21
RDI-CEI_UI Software Development - Senior Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Salary Not Mentioned,"This role is to work closely with our counterparts in Germany to define and implement software architectures, UI Concept & Feature development on the latest…",30+ days ago,21-07-21
,QS,"Bengaluru, Karnataka",Salary Not Mentioned,"Help back-end developers with coding and troubleshooting.
4 plus years of experience as a Front-end developer.
Optimize applications for maximum speed.",6 days ago,21-07-21
Front-End Developer,skilora,"Bengaluru, Karnataka",Salary Not Mentioned,Bootstrap CSS3 HTML HTML5 jQuery Woocommerce Ajax ReactNative React.js particularly ES6 and React React CSS Written & Verbal Communication Front-end Development…,30+ days ago,21-07-21
"Front End Engineer - Customer Engineering (Bangalore, IN)",BrightTALK,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience with common front-end development tools such as Babel, Webpack, NPM, etc.
You will be challenged to turn apps around quickly but thoughtfully,…",30+ days ago,21-07-21
Web Developer,Enfut Technologies,"Bengaluru, Karnataka•Temporarily Remote","₹15,000 - ₹20,000 a month","2+ years of professional software development experience working on Web development using HTML and JavaScript.
JS and other API’s Integration.",21 days ago,21-07-21
ReactJS Developer,Encore Inc,"Bengaluru, Karnataka","₹15,00,000 - ₹25,00,000 a year","2+ years of web development experience on React Js.
Strong Experience in developing rich client functionality with good knowledge of *React JS,Redux,HTML,CSS.*.",14 days ago,21-07-21
Angular Developer,Visionkrid,"Bengaluru, Karnataka•Remote","₹3,41,147 - ₹7,96,105 a year","Notice period must be Immediate to 20 days*.
A first-class codebase and user experience using Angular best practices.
Desktop and mobile web interfaces.",13 days ago,21-07-21
,Chittoo Tech,"Bengaluru, Karnataka","₹10,000 a month","Are available for full time (in-office) internship.
Have relevant skills and interests.
Can start the internship between 16th Jul'21 and 20th Aug'21.",4 days ago,21-07-21
FrontEnd Engineer II,ClearGlass Analytics Limited,"Bengaluru, Karnataka•Temporarily Remote","₹10,00,000 - ₹14,00,000 a year","Passionate about/experienced with open source and developer tools.
The pensions system involves lots of money, lots of people, and lots of regulation.",30+ days ago,21-07-21
,"Fiserv, Inc.","Bengaluru, Karnataka",Salary Not Mentioned,"Experience in JavaScript (and preferably Typescript)) with good exposure in AngularJS/Angular or ReactJS.
Good understanding of OOPs in Javascript and how it…",Today,21-07-21
,!Chaturlocal,"Bengaluru, Karnataka•Temporarily Remote","₹15,000 - ₹20,000 a month","_1. _**_Trainee Web Developers (0-1 Yrs Experience_*.
Should have a flair for programming and adopt the new languages with ease.
Will be reporting to Team Lead.",7 days ago,21-07-21
Senior Front-end Engineer- Angular,TVS Next,"Bengaluru, Karnataka",Salary Not Mentioned,"Build efficient, performing and reusable front-end systems.
Collaborate with Experience Designers to translate designs and wireframes into high quality code.",13 days ago,21-07-21
,Innovary Technologies,"J. P. Nagar, Bengaluru, Karnataka",Salary Not Mentioned,"Keep up with the latest front–end trends and techniques.
As a Front–End Developer at Innovary, you will be responsible for creating beautiful, responsive and…",Just posted,21-07-21
UI Developer with JavaScript,Vibrant Info,"Bengaluru, Karnataka",Salary Not Mentioned,"Candidate should be strong in JavaScript, HTML, CSS etc.
Strong Knowledge in Datatable, Highcharts.
Knowledge of ReactJS or any other JavaScript MVC Framework,…",30+ days ago,21-07-21
Javascript Developers,Citizengage,"Bengaluru, Karnataka",Salary Not Mentioned,"Come join our army of exceptional developers responsible for delighting our customers and internal users.
Demonstrate familiarty and comfort with Javascript…",30+ days ago,21-07-21
Software Technical Expert - Front End,Schneider Electric,"Bengaluru, Karnataka",Salary Not Mentioned,"Back end Service integration in UI using React.
Develop new user-facing features.
Build reusable code and libraries for future use.",22 days ago,21-07-21
Service now developer AND Front end developer,Diverse Lynx India,"Bengaluru, Karnataka",Salary Not Mentioned,"Skill- Service Now Developer AND Front end developer Location- Pune, Chennai, Noida, Jaipur Experience- 3…",19 days ago,21-07-21
Front End Developer,OQH consultancy,"Bengaluru, Karnataka•Temporarily Remote","₹6,00,000 - ₹10,00,000 a year","Building reusable & testable components and front-end libraries.
Work with backend developers, designers, and product managers as a team.",30+ days ago,21-07-21
UI Developer,Evolving Systems,"Bengaluru, Karnataka",Salary Not Mentioned,"Responsible for developing and enhancing web applications based on provided design and flow.
Responsible for providing valuable inputs and feedbacks on the…",30+ days ago,21-07-21
Lead Front-end Engineer - Commerce Enablement,GO-JEK,"Bengaluru, Karnataka",Salary Not Mentioned,"Well-versed in standard front-end framework such as ReactJS.
Good understanding of basic front-end security aspects and how to mitigate them.",30+ days ago,21-07-21
,Algonomy,"Bengaluru, Karnataka",Salary Not Mentioned,"Possess the knowledge of the Graphic Design, Usability and ability to apply strategic thinking to deliver exceptional end to end user experience.",Today,21-07-21
Sr. UI/UX Developer,Hewlett Packard Enterprise,"Bengaluru, Karnataka",Salary Not Mentioned,Independently implements end-user or enterprise infrastructure of moderate complexity or services prepared by more senior technologist for more complex…,11 days ago,21-07-21
,NOKIA,"Bengaluru, Karnataka",Salary Not Mentioned,"Create and maintain documentation for end users as well as documents for internal use.
SAP Technical consultant (ABAP) responsible for Development of technical…",7 days ago,21-07-21
UI Developer,Provlab,"Bengaluru, Karnataka",Salary Not Mentioned,"Design responsive user interfaces that appeal to the end users.
Led by Experienced Leaders in the Assessment Industry, Prov Provides Solutions and Consulting…",30+ days ago,21-07-21
UI Developer,Finastra,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with modern front-end build pipelines and tools.
Experience with common front-end development tools such as Babel, Webpack, NPM, etc.",30+ days ago,21-07-21
,BOEING,"Bengaluru, Karnataka",Salary Not Mentioned,"A successful candidate will have the Process & Product centric mindset, driving the collaboration and change agent culture as these positions will focus on…",1 day ago,21-07-21
Senior ReactJS Developer (Part Time/Contract Position),Trillium-Technologies LLC,"Bengaluru, Karnataka","₹15,00,000 - ₹20,00,000 a year","Familiarity with modern front-end build pipelines and tools.
Building reusable components and front-end libraries for future use.
Flux/Redux: 1 year (Required).",30+ days ago,21-07-21
Opening For Site core Developer,Telmax Solutions Pvt Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,"Front end development: 3 years (Preferred).
3+ years experience with front end development: javascript, css, HTML.
Job Types: Full-time, Contract.",25 days ago,21-07-21
Node js developer,Futuryze Digital,"Bengaluru, Karnataka•Remote","₹5,00,000 - ₹10,00,000 a year","Collaborating with front-end developers on the integration of elements.
Knowledge of front-end technologies such as HTML5 and CSS3.",30+ days ago,21-07-21
Node js developer,Futuryze Digital,"Bengaluru, Karnataka•Remote","₹5,00,000 - ₹10,00,000 a year","Collaborating with front-end developers on the integration of elements.
Knowledge of front-end technologies such as HTML5 and CSS3.",30+ days ago,21-07-21
UI Developer,Apty,"Bengaluru, Karnataka",Salary Not Mentioned,"3+ years front end development experience.
In the agile process, a UI developer will influence the design intent and will consider feasibility and performance.",30+ days ago,21-07-21
UI/API Quality Assurance Engineer (Regression Engineer 1),Juniper Networks,"Bengaluru, Karnataka",Salary Not Mentioned,"Address UI and API issues with developers on the Mist team to go to for assistance to expedite fixes when bugs occur.
1~4 years experience in UI and API.",8 days ago,21-07-21
Python/Django Developer,Upside Cloud Technologies,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"Delivering well written REST APIs: API Definitions, end-to-end service design and implementation.
Basic understanding of front-end technologies, such as…",11 days ago,21-07-21
Sr. Software Developer (Front End) - Distributed Systems - (JoinOCI - SDE),Oracle,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with modern front-end build pipelines and tools.
Provide technical leadership to other software developers.
Work experience on Java is desirable.",30+ days ago,21-07-21
Web Developers,PointCross Life Sciences,"Bengaluru, Karnataka",Salary Not Mentioned,"Expertise in developing web application using Microsoft Web technologies, IIS, C#, .
Net, Azure and knowledge of working with database systems like Oracle, SQL…",30+ days ago,21-07-21
PHP Developer,Walkter Beacon Lab,"Bengaluru, Karnataka",Salary Not Mentioned,"Integration of user-facing elements developed by front-end developers.
Front-end technologies, such as JavaScript, HTML5, and CSS3.",30+ days ago,21-07-21
,Ijona Services,"Bengaluru, Karnataka","₹12,536 - ₹55,234 a month","Requirements: • Bachelor's degree in Computer Science or a related discipline preferred.
2-4 years of experience in React and React-Native tech • Good knowledge…",1 day ago,21-07-21
ReactJS Developer,Aliqan Technologies,"Bengaluru, Karnataka•Remote","₹8,00,000 - ₹10,00,000 a year",Immediate to max 2 weeks joining time.,30+ days ago,21-07-21
,IBM,"Bengaluru, Karnataka",Salary Not Mentioned,"You will Design, develop and support SAP Composite Applications in SAP SUP (Sybase Unwired Platform), Sybase Afaria and Syclo's Agentry Mobile Platform.",3 days ago,21-07-21
Sr. Front End Developer / Tech Lead,Client of Logical Hiring,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"5+ years of web application development experience using any of the following - Angular, ReactJS, Redux, VueJS, or knockout.js.
HTML, CSS: 5 years (Preferred).",25 days ago,21-07-21
React JS Developer,Inkoop,"Bengaluru, Karnataka•Temporarily Remote","₹30,000 a month","Monitoring and improving front-end performance.
In-depth knowledge of JavaScript, CSS, HTML, and front-end languages.
Familiarity with code versioning tool Git.",30+ days ago,21-07-21
UI / UX Developer,Nexevo Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,We are looking for UI/UX designers cum developers with a passion for creating amazing user experiences with superior UI/UX skills and are able to translate high…,30+ days ago,21-07-21
Reactjs Developer,LeadSquared,"Bengaluru, Karnataka",Salary Not Mentioned,"A fast-growing SaaS platform also brings challenges of scale, performance, security, and cost optimization.
Passion for building and delivering great software…",14 days ago,21-07-21
,Loctell Solutions,"Bengaluru, Karnataka","₹3,77,742 - ₹9,00,000 a year","Solid Understanding of HTML, CSS & JavaScript.
Good understanding of ES6 & Modern Object Oriented JavaScript.
Good understanding of Rest API integration.",7 days ago,21-07-21
React JS Developer,Tarams Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"3 to 5 years of experience as a front end developer.
Building reusable components and front-end libraries for future use.
Web-capable devices and browsers.",30+ days ago,21-07-21
,Zavetech business solutions Pvt Ltd,"Bengaluru, Karnataka","₹22,000 a month","Integration of user-facing elements developed by front-end developers.
Application. Therefore, a basic understanding of front-end technologies is necessary as…",6 days ago,21-07-21
React Developer,NetPrise Solutions,"Bengaluru, Karnataka•Temporarily Remote","₹5,00,000 a year","Developing scalable, reusable components and front-end libraries.
You will be responsible for architecting and building these applications.",30+ days ago,21-07-21
Angular and Ionic Developer,Chimera Technologies,"Bengaluru, Karnataka•Remote",Salary Not Mentioned,"Cooperating with the back-end developer in the process of building the RESTful API.
Usual annual year-end customer bonuses.
Must have used CI/CD tools.",27 days ago,21-07-21
Frontend Developer,Wizergos,"Bengaluru, Karnataka","₹4,00,000 - ₹8,00,000 a year","The ideal candidate will be responsible for designing, developing, testing, and debugging responsive web and mobile applications for the company.",30+ days ago,21-07-21
,Vibrant-info,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,"We are looking for React Native Developer with at least 2yrs experience with Project executed.
Design and develop the secure APP using React Native.",8 days ago,21-07-21
UI UX Developer,CortexCraft Innovation Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"Employment Type : Permanent Job, Full Time.
Minimum qualification : BE in CSE or BCA.
Proven work experience as a UI/UX Designer or similar role.",30+ days ago,21-07-21
UI Designer / Developer,TECH NARAYANA SOFTWARE,"Bengaluru, Karnataka",Salary Not Mentioned,"1+ years of solid experience in hands on user centered design.
Mastery of the principals of design, typography, color theory, and graphics file creation…",30+ days ago,21-07-21
ASP.NET MVC Web Applications Developer,Vispara Technosoft,"Bengaluru, Karnataka",Salary Not Mentioned,"Location: Banglore Department: Development Job Type: Full Time Functional Area: IT Software - Application Programming and Maintenance.
NET MVC and the ADO.",30+ days ago,21-07-21
UI Developer (VP),IFINTALENT GLOBAL PVT LTD,"Bengaluru, Karnataka",Salary Not Mentioned,"Use advanced knowledge and experience with current front-end web technologies.
Solid knowledge of front-end design principles and patterns/frameworks.",20 days ago,21-07-21
Software Engineer - Javascript / React Developer,Geekyants,"Bengaluru, Karnataka",Salary Not Mentioned,Our ideal candidates should be familiar with the software development life cycle (SDLC) from preliminary system analysis to tests and deployment.,30+ days ago,21-07-21
JavaScript Developer,i-exceed technology solutions private limited,"Bengaluru, Karnataka",Salary Not Mentioned,"Highly skilled at front-end engineering using Object-Oriented JavaScript, various JavaScript libraries and micro frameworks (jQuery Mobile, jQuery, Angular,…",30+ days ago,21-07-21
PTC Thingworx Developer,Embedsense Solutions Private Limited,"Hebbal, Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on experience on front end development using Thingworx for 2+ years.
Develop front end application code, Debug, Perform Code Review, Code Optimization,…",30+ days ago,21-07-21
Frontend Developer,Multirecruit,"Bengaluru, Karnataka•Temporarily Remote","₹5,00,000 - ₹7,00,000 a year","Prior experience working as a frontend developer.
Design and develop highly responsive web pages using react designs for the company’s Fleet Management System.",26 days ago,21-07-21
WordPress Developer,Adroitte,"Bengaluru, Karnataka",Salary Not Mentioned,"Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.
Strong understanding of PHP back-end development.",30+ days ago,21-07-21
JavaScript Developer,i-exceed technology solutions private limited,"Bengaluru, Karnataka",Salary Not Mentioned,"Highly skilled at front-end engineering using Object-Oriented JavaScript, various JavaScript libraries and micro frameworks (jQuery Mobile, jQuery, Angular,…",30+ days ago,21-07-21
Frontend Developer,Multirecruit,"Bengaluru, Karnataka•Temporarily Remote","₹5,00,000 - ₹7,00,000 a year","Prior experience working as a frontend developer.
Design and develop highly responsive web pages using react designs for the company’s Fleet Management System.",26 days ago,21-07-21
WordPress Developer,Adroitte,"Bengaluru, Karnataka",Salary Not Mentioned,"Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.
Strong understanding of PHP back-end development.",30+ days ago,21-07-21
Web API Developer,NTT DATA Services,"Bengaluru, Karnataka",Salary Not Mentioned,"API developer : API developer with minimum 5 years of IT experience and over 3 years of relevant experience.
Extensive programming and development skills.",30+ days ago,21-07-21
,Techno Fincorp Consultants,"Bengaluru, Karnataka",Salary Not Mentioned,"Job Types: Full-time, Contract.
Software development: 3 years (Preferred).",5 days ago,21-07-21
.Net Developer,BLS Software,"Bengaluru, Karnataka",Salary Not Mentioned,"ASP.NET MVC/C# or VB.net development experience with strong front end development experience/skills/interest.
BSCS or Master’s degree preferred.",30+ days ago,21-07-21
Frontend Software Engineer (1 year contract),Sephora,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in writing end-to-end test cases would be an added advantage.
The team is responsible for designing and building maintainable, scalable and…",13 days ago,21-07-21
Java / UI Developer,Signiwis Technologies Pvt Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience in JAVA programming, Java Script, AJAX, CSS, HTML5, Servlets and OOPS are highly desirable.",30+ days ago,21-07-21
Web Developer,Semnox,"Bengaluru, Karnataka",Salary Not Mentioned,"1-2 years of experience in programming (B.E. / B.
Strong hands-on programming skills in OOPS, Advanced Java Script, HTML/CSS.",30+ days ago,21-07-21
"Senior Software Engineer, Front-end UI",NVIDIA,"Bengaluru, Karnataka",Salary Not Mentioned,"Build, design and implement sophisticated SaaS-based GUIs.
Work closely with partners, UX and UI designers on new products or features/improvements of existing…",30+ days ago,21-07-21
Frontend Developer-React.js,Paytm,"Bengaluru, Karnataka",Salary Not Mentioned,Responsible for the development of front-end applications and components for a consumer-facing eCommerce business having millions of customers.,30+ days ago,21-07-21
PHP Web Developer,Ninestars Information Technologies,"Bengaluru, Karnataka•Temporarily Remote","₹6,50,000 a year","Need to develop applications in PHP, HTML5, JQuery and Node.JS.
Need to interact with Team Leads, QA team, Deployment team.
Will Report to Lead Developer - PHP.",22 days ago,21-07-21
JavaScript Developer,Leuwint technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on in HTML and CSS.
Experience with Java servlets, PHP or any other server side web development language.",18 days ago,21-07-21
,Thanu Associates,"Bengaluru, Karnataka•Temporarily Remote","₹60,000 - ₹1,40,000 a month","Collaborating with front-end developers on the integration of elements.
Knowledge of front-end technologies such as HTML5 and CSS3 is a plus.",4 days ago,21-07-21
Web programmer - Low/No Code Development,Stratops Solutions Pvt Ltd,"Bengaluru, Karnataka","₹8,000 - ₹35,000 a month","Good knowledge of Front end scripting (JavaScript/Nodejs, etc.).
Knowledge of Low code or No code development environments or products.",9 days ago,21-07-21
html / ui developer,Randstad,"Bengaluru, Karnataka",Salary Not Mentioned," Design, Code, Deploy and test applications according to the requirements and industry best practices.
 Experience in developing web applications/websites…",16 days ago,21-07-21
AngularJS Developer,Frantiger Business Consulting Private Limited,"Bengaluru, Karnataka•Temporarily Remote","₹3,00,000 - ₹7,00,000 a year","Cooperating with the back-end developer in the process of building the RESTful API.
Proficiency with JavaScript and HTML5.
Total work: 1 year (Preferred).",14 days ago,21-07-21
Wordpress Developer,Neosoft Technologies Pvt.Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,"We are seeking WordPress Developers who are responsible for both back-end and front-end development, including creating WordPress themes and plugins.",30+ days ago,21-07-21
,Loctell Solutions,"Bengaluru, Karnataka","₹3,77,742 - ₹9,00,000 a year","Solid Understanding of HTML, CSS & JavaScript.
Good understanding of ES6 & Modern Object Oriented JavaScript.
Good understanding of Rest API integration.",7 days ago,21-07-21
,Encora,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience: 4+ years of industry experience delivering on UI.
Jquery/JavaScript/React JS/Angular JS.
Experience: 5+ years of industry experience delivering on…",7 days ago,21-07-21
Angular Developer,TYASuite Software Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Job Description : Angular Developer with 2+ Yrs IT experience and at least 1+ Yrs in angular 2/4/5 - hands-on experience on Node.js, desired candidates should…",30+ days ago,21-07-21
Hiring for Angular Developer,"Code city private limited, Subsidiary of Watt+Volt","Bengaluru, Karnataka•Remote",Salary Not Mentioned,"Experience on developing front-end web user interfaces with the support of equivalent UI frameworks, supportive libraries and components is required.",30+ days ago,21-07-21
,Pace Wisdom Solutions Pvt Ltd,"Bengaluru, Karnataka","₹12,512 - ₹55,325 a month","2-5 years of experience in UI development.
Hands-on experience of HTML 5, CSS, JavaScript and Typescript.
Hands-on experience in Angular 2+ version.",6 days ago,21-07-21
Software Developer,BMR Infotek,"Bengaluru, Karnataka",Salary Not Mentioned,"Development and design website and web applicationusing Angular, JavaScript, jQuery and other frameworks, HTML5, CSS.
Integrate UI with REST WebServices.",30+ days ago,21-07-21
Web Developer and Designer,zingwebs,"Bengaluru, Karnataka•Remote","₹1,80,000 - ₹2,40,000 a year","Looking 1 to 2 years experience web developer.
Strong Knowledge of OOPS concepts.
Client Side : HTML, CSS, JavaScript / Jquery, Angular Js.",8 days ago,21-07-21
Software Web Developer,Yobitel Communications,"Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on experience on front-end HTML/CSS & Javascript development, TypeScript would be advantageous.
Good conceptual knowledge (preferably hands-on knowledge)…",30+ days ago,21-07-21
UI Developer,Adobe,"Bengaluru, Karnataka",Salary Not Mentioned,"3+ years of experience playing key roles in technical designs, mentoring junior developers and helping to drive engineering maturity.",30+ days ago,21-07-21
UI/API Quality Assurance Engineer (Regression Engineer 1),Juniper Networks,"Bengaluru, Karnataka",Salary Not Mentioned,"Address UI and API issues with developers on the Mist team to go to for assistance to expedite fixes when bugs occur.
1~4 years experience in UI and API.",8 days ago,21-07-21
UI Developer,WeInvest,"Bengaluru, Karnataka",Salary Not Mentioned,WeInvest helps institutions deliver full-suite regionally-compliant digital wealth services and investment experiences to their customers at scale and with…,30+ days ago,21-07-21
AngularJS Developer,UXGURUS Consultancy,"Bengaluru, Karnataka",Salary Not Mentioned,"Skills HTML, CSS, Javascript, jQuery, AngularJS 2/3/4/5/6/7/8.",30+ days ago,21-07-21
,Pace Wisdom Solutions Pvt Ltd,"Bengaluru, Karnataka","₹12,512 - ₹55,325 a month","2-5 years of experience in UI development.
Hands-on experience of HTML 5, CSS, JavaScript and Typescript.
Hands-on experience in Angular 2+ version.",6 days ago,21-07-21
ReactJS Developer,Cerulean Information Technology Private Limited,"Bengaluru, Karnataka•Temporarily Remote","₹8,00,000 - ₹12,00,000 a year","Your main duties will include front-end development.
Your primary focus will be to implement a complete user interface using reactJS in the form of a mobile and…",21 days ago,21-07-21
,SAP,"Bengaluru, Karnataka",Salary Not Mentioned,"Contribute to the development of new features end to end through design, coding, testing and ultimately delivering the best solutions for our customers.",5 days ago,21-07-21
